frame_id,p0_nose_x,p0_nose_y,p0_nose_c,p0_left_eye_x,p0_left_eye_y,p0_left_eye_c,p0_right_eye_x,p0_right_eye_y,p0_right_eye_c,p0_left_ear_x,p0_left_ear_y,p0_left_ear_c,p0_right_ear_x,p0_right_ear_y,p0_right_ear_c,p0_left_shoulder_x,p0_left_shoulder_y,p0_left_shoulder_c,p0_right_shoulder_x,p0_right_shoulder_y,p0_right_shoulder_c,p0_left_elbow_x,p0_left_elbow_y,p0_left_elbow_c,p0_right_elbow_x,p0_right_elbow_y,p0_right_elbow_c,p0_left_wrist_x,p0_left_wrist_y,p0_left_wrist_c,p0_right_wrist_x,p0_right_wrist_y,p0_right_wrist_c,p0_left_hip_x,p0_left_hip_y,p0_left_hip_c,p0_right_hip_x,p0_right_hip_y,p0_right_hip_c,p0_left_knee_x,p0_left_knee_y,p0_left_knee_c,p0_right_knee_x,p0_right_knee_y,p0_right_knee_c,p0_left_ankle_x,p0_left_ankle_y,p0_left_ankle_c,p0_right_ankle_x,p0_right_ankle_y,p0_right_ankle_c,p1_nose_x,p1_nose_y,p1_nose_c,p1_left_eye_x,p1_left_eye_y,p1_left_eye_c,p1_right_eye_x,p1_right_eye_y,p1_right_eye_c,p1_left_ear_x,p1_left_ear_y,p1_left_ear_c,p1_right_ear_x,p1_right_ear_y,p1_right_ear_c,p1_left_shoulder_x,p1_left_shoulder_y,p1_left_shoulder_c,p1_right_shoulder_x,p1_right_shoulder_y,p1_right_shoulder_c,p1_left_elbow_x,p1_left_elbow_y,p1_left_elbow_c,p1_right_elbow_x,p1_right_elbow_y,p1_right_elbow_c,p1_left_wrist_x,p1_left_wrist_y,p1_left_wrist_c,p1_right_wrist_x,p1_right_wrist_y,p1_right_wrist_c,p1_left_hip_x,p1_left_hip_y,p1_left_hip_c,p1_right_hip_x,p1_right_hip_y,p1_right_hip_c,p1_left_knee_x,p1_left_knee_y,p1_left_knee_c,p1_right_knee_x,p1_right_knee_y,p1_right_knee_c,p1_left_ankle_x,p1_left_ankle_y,p1_left_ankle_c,p1_right_ankle_x,p1_right_ankle_y,p1_right_ankle_c
0,146.32293701171875,98.19894409179688,0.630472719669342,155.32229614257812,91.19918823242188,0.8965794444084167,140.32337951660156,91.19918823242188,1.1671487092971802,166.32150268554688,94.19908142089844,0.3386231064796448,131.32403564453125,95.19905090332031,0.4219696819782257,178.3206329345703,145.1973419189453,0.034845586866140366,110.32554626464844,132.19778442382812,0.11473429203033447,203.31883239746094,201.1954345703125,0.24195611476898193,114.32525634765625,185.19598388671875,0.2340836375951767,239.31622314453125,182.19607543945312,0.34782955050468445,148.3227996826172,150.19717407226562,0.3142462372779846,181.32041931152344,209.19515991210938,0.06627919524908066,128.32424926757812,209.19515991210938,0.07110317051410675,189.31983947753906,209.19515991210938,0.021472414955496788,168.32135009765625,164.19668579101562,0.10032303631305695,240.316162109375,180.19615173339844,0.10231418162584305,241.31610107421875,180.19615173339844,0.019811006262898445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,146.62631225585938,99.44818115234375,0.8421604037284851,154.6009063720703,91.49671936035156,0.9412922263145447,139.64854431152344,92.49065399169922,0.7847562432289124,166.5627899169922,96.46638488769531,0.34551915526390076,131.6739501953125,96.46638488769531,0.5587835311889648,175.53421020507812,156.10235595703125,0.028276527300477028,110.74066162109375,133.2418975830078,0.11262927949428558,204.4420928955078,200.82931518554688,0.18113422393798828,111.73748016357422,186.9142608642578,0.22860653698444366,238.3341064453125,183.93246459960938,0.27263957262039185,146.62631225585938,152.12661743164062,0.2573966979980469,180.51832580566406,206.7929229736328,0.09311287850141525,130.67713928222656,206.7929229736328,0.07262959331274033,162.57550048828125,162.06594848632812,0.029801415279507637,166.5627899169922,165.04774475097656,0.13924714922904968,240.3277587890625,181.94461059570312,0.030168350785970688,239.3309326171875,183.93246459960938,0.015515636652708054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,145.45367431640625,100.85931396484375,0.658074140548706,153.44073486328125,93.90470886230469,0.9495033025741577,138.4649658203125,93.90470886230469,0.7785457968711853,165.42135620117188,97.87876892089844,0.36278045177459717,132.47467041015625,97.87876892089844,0.565805196762085,184.3906707763672,140.59991455078125,0.024377990514039993,110.51020050048828,132.65179443359375,0.11077217012643814,201.36322021484375,207.1654052734375,0.13519400358200073,109.51181030273438,187.29510498046875,0.2428426593542099,235.30828857421875,191.2691650390625,0.30996131896972656,146.45205688476562,155.50262451171875,0.2835477292537689,185.38905334472656,207.1654052734375,0.0857502669095993,132.47467041015625,207.1654052734375,0.09024118632078171,204.35836791992188,207.1654052734375,0.015741189941763878,120.49404907226562,207.1654052734375,0.01573287509381771,237.3050537109375,190.275634765625,0.026700535789132118,205.35675048828125,189.28213500976562,0.01299812737852335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,143.94444274902344,101.47265625,0.732618510723114,152.9415283203125,94.47483825683594,0.7264105677604675,138.94606018066406,93.47515869140625,0.9905828237533569,165.93731689453125,98.47359466552734,0.2883812487125397,132.947998046875,96.4742202758789,0.39867913722991943,189.92953491210938,132.46298217773438,0.06374170631170273,110.95513916015625,132.46298217773438,0.11457683145999908,193.92822265625,202.441162109375,0.0771327093243599,106.95643615722656,187.44583129882812,0.2002553939819336,228.9168701171875,200.4417724609375,0.19866707921028137,143.94444274902344,159.45457458496094,0.2665075957775116,185.93081665039062,207.43960571289062,0.06951851397752762,135.94703674316406,207.43960571289062,0.09691282361745834,211.92239379882812,201.44146728515625,0.01371696311980486,160.93893432617188,177.44895935058594,0.0719623863697052,228.9168701171875,201.44146728515625,0.027551615610718727,159.9392547607422,207.43960571289062,0.014610009267926216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,143.72930908203125,99.61397552490234,0.644565224647522,153.6705322265625,92.6185073852539,0.9361437559127808,138.7587127685547,91.61915588378906,0.6999295353889465,167.58819580078125,96.61592102050781,0.31960591673851013,131.79986572265625,95.61656188964844,0.5001090168952942,189.4588623046875,131.59326171875,0.0743781253695488,110.92334747314453,131.59326171875,0.12561269104480743,193.43533325195312,205.54537963867188,0.07291044294834137,105.95274353027344,187.55703735351562,0.2297763228416443,230.21778869628906,200.54861450195312,0.17740830779075623,140.7469482421875,156.57708740234375,0.3254104256629944,187.47061157226562,207.54409790039062,0.0607377327978611,130.80575561523438,213.54022216796875,0.06733179837465286,210.33538818359375,199.54928588867188,0.016700152307748795,156.65289306640625,174.56546020507812,0.15952277183532715,230.21778869628906,200.54861450195312,0.05698053166270256,215.3059844970703,203.54669189453125,0.013072708621621132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,145.73104858398438,98.17990112304688,0.7313233613967896,154.67604064941406,91.21870422363281,0.8168668150901794,139.76771545410156,90.22425079345703,1.1627833843231201,166.60269165039062,96.19098663330078,0.33002200722694397,133.80438232421875,94.20207214355469,0.3432331681251526,187.47434997558594,130.9969482421875,0.05148870870471001,108.95718383789062,130.0024871826172,0.12108167260885239,195.4254608154297,205.58111572265625,0.18011146783828735,105.97551727294922,183.70309448242188,0.27768024802207947,235.18099975585938,194.64212036132812,0.3147752583026886,141.7554931640625,149.8916015625,0.30856090784072876,175.54769897460938,213.53677368164062,0.054459348320961,123.86550903320312,213.53677368164062,0.08741753548383713,201.3887939453125,213.53677368164062,0.013516509905457497,166.60269165039062,172.7640838623047,0.031540755182504654,235.18099975585938,194.64212036132812,0.04538741335272789,236.17486572265625,195.63656616210938,0.01276345457881689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,147.71958923339844,95.58943939208984,0.9629483222961426,156.68397521972656,89.60575103759766,0.8774626851081848,141.7433319091797,87.61119079589844,1.1681158542633057,166.6444091796875,95.58943939208984,0.408610075712204,133.77499389648438,92.59759521484375,0.5038291811943054,180.58900451660156,136.47796630859375,0.07769405096769333,108.87391662597656,129.49697875976562,0.16763734817504883,197.521728515625,202.29849243164062,0.24772723019123077,105.88578796386719,179.36102294921875,0.43758392333984375,237.3634490966797,188.3365478515625,0.31125739216804504,142.7393798828125,140.46707153320312,0.4178233742713928,169.63253784179688,211.27401733398438,0.07925217598676682,124.81060791015625,211.27401733398438,0.09034696966409683,199.51382446289062,211.27401733398438,0.0344158373773098,153.6958465576172,130.4942626953125,0.09340011328458786,238.3594970703125,187.3392791748047,0.1116100549697876,236.36741638183594,189.33383178710938,0.039753399789333344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,149.2073974609375,93.01580047607422,0.8331303000450134,158.20108032226562,87.02860260009766,1.0764727592468262,143.21160888671875,85.03286743164062,0.884507417678833,165.1961669921875,94.013671875,0.5211558938026428,134.21792602539062,93.01580047607422,0.601144015789032,180.18563842773438,137.9197998046875,0.12196557968854904,111.23407745361328,128.93899536132812,0.1705964058637619,200.17160034179688,199.78753662109375,0.24861949682235718,105.23828887939453,173.84300231933594,0.38860848546028137,240.14352416992188,180.82806396484375,0.2643645405769348,144.21090698242188,131.93260192871094,0.5378016233444214,166.19546508789062,209.76620483398438,0.10677424818277359,121.22705841064453,209.76620483398438,0.09104552865028381,191.17791748046875,209.76620483398438,0.04200979322195053,105.23828887939453,209.76620483398438,0.015567111782729626,241.142822265625,179.8302001953125,0.09535640478134155,242.14212036132812,178.83233642578125,0.0612376369535923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,150.01513671875,90.87327575683594,0.9512262940406799,157.9770050048828,85.87389373779297,0.9036732316017151,144.04373168945312,83.8741455078125,1.32693350315094,164.94363403320312,94.87277221679688,0.42723584175109863,133.09616088867188,91.87315368652344,1.1308550834655762,177.88168334960938,139.8671875,0.1164640337228775,110.20579528808594,128.86856079101562,0.19640415906906128,203.75775146484375,193.8604736328125,0.11602195352315903,107.2200927734375,167.86370849609375,0.3156474232673645,244.56231689453125,173.8629608154297,0.22527019679546356,145.03897094726562,126.8687973022461,0.6840223670005798,168.92457580566406,209.85848999023438,0.13423560559749603,119.16289520263672,209.85848999023438,0.11294517666101456,200.7720489501953,209.85848999023438,0.03246701881289482,161.95794677734375,147.86618041992188,0.11909084022045135,247.5480194091797,169.86346435546875,0.06924167275428772,151.0103759765625,120.86954498291016,0.07470857352018356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,149.92652893066406,88.22342681884766,1.0052597522735596,157.89671325683594,83.22900390625,1.015914797782898,141.95632934570312,82.23011779785156,1.0649104118347168,164.87063598632812,93.21784973144531,0.6188428997993469,132.9898681640625,91.22007751464844,0.8260352611541748,180.81100463867188,146.15872192382812,0.17398659884929657,109.07929992675781,130.17657470703125,0.15119190514087677,209.70294189453125,190.10964965820312,0.24617701768875122,109.07929992675781,160.1431121826172,0.30591586232185364,241.5836944580078,171.13082885742188,0.3163231611251831,143.94888305664062,122.18550109863281,0.2857009768486023,168.855712890625,208.08956909179688,0.1317710131406784,118.04576873779297,208.08956909179688,0.13705192506313324,200.73648071289062,208.08956909179688,0.039286598563194275,106.09048461914062,208.08956909179688,0.015837086364626884,243.5762481689453,169.13307189941406,0.10314995050430298,146.9376983642578,120.18772888183594,0.11992379277944565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
